campaign,site_dcm,placement,mission,date,creative,clicks,impressions,click_through_conversions,view_through_conversions,click_through_revenue,view_through_revenue
Sainsburys_Scarlet_Xmas_2017_Cheese_300x250,Programmatic Trade Desk,PKW8H4_Programmatic PHDCPMCONTEXTUALProgrammatic Display 300x250,Brand,2017-11-23,Sainsburys_Scarlet_Xmas_2017_Cheese_300x250,13,29060,0,22,0,2085.069999
Sainsburys_Scarlet_Xmas_2017_Cheese_300x250,Programmatic Trade Desk,PKW8H4_Programmatic PHDCPMCONTEXTUALProgrammatic Display 300x250,Brand,2017-11-24,Sainsburys_Scarlet_Xmas_2017_Cheese_300x250,11,23201,0,32,0,2640.69
Sainsburys_Scarlet_Xmas_2017_Cheese_300x250,Programmatic Trade Desk,PKW8H4_Programmatic PHDCPMCONTEXTUALProgrammatic Display 300x250,Brand,2017-11-25,Sainsburys_Scarlet_Xmas_2017_Cheese_300x250,26,26697,0,35,0,2887.879999
Sainsburys_Scarlet_Xmas_2017_Cheese_300x250,Programmatic Trade Desk,PKW8H4_Programmatic PHDCPMCONTEXTUALProgrammatic Display 300x250,Brand,2017-11-26,Sainsburys_Scarlet_Xmas_2017_Cheese_300x250,31,23385,0,31,0,2944.24
Sainsburys_Scarlet_Xmas_2017_Cheese_300x250,Programmatic Trade Desk,PKW8H4_Programmatic PHDCPMCONTEXTUALProgrammatic Display 300x250,Brand,2017-11-27,Sainsburys_Scarlet_Xmas_2017_Cheese_300x250,10,16421,0,30,0,2387.53
Sainsburys_Scarlet_Xmas_2017_Cheese_300x250,Programmatic Trade Desk,PKW8H4_Programmatic PHDCPMCONTEXTUALProgrammatic Display 300x250,Brand,2017-11-28,Sainsburys_Scarlet_Xmas_2017_Cheese_300x250,23,27590,0,19,0,1243.83
Sainsburys_Scarlet_Xmas_2017_Cheese_300x250,Programmatic Trade Desk,PKW8H4_Programmatic PHDCPMCONTEXTUALProgrammatic Display 300x250,Brand,2017-11-29,Sainsburys_Scarlet_Xmas_2017_Cheese_300x250,20,31181,0,31,0,2645.52
Sainsburys_Scarlet_Xmas_2017_Cheese_300x250,Programmatic Trade Desk,PKW8H4_Programmatic PHDCPMCONTEXTUALProgrammatic Display 300x250,Brand,2017-11-30,Sainsburys_Scarlet_Xmas_2017_Cheese_300x250,15,25163,0,23,0,2300.24
Sainsburys_Scarlet_Xmas_2017_Cheese_300x250,Programmatic Trade Desk,PKW8H4_Programmatic PHDCPMCONTEXTUALProgrammatic Display 300x250,Brand,2017-12-01,Sainsburys_Scarlet_Xmas_2017_Cheese_300x250,19,26129,0,26,0,1905.16
Sainsburys_Scarlet_Xmas_2017_Cheese_300x250,Programmatic Trade Desk,PKW8H4_Programmatic PHDCPMCONTEXTUALProgrammatic Display 300x250,Brand,2017-12-02,Sainsburys_Scarlet_Xmas_2017_Cheese_300x250,36,34445,0,28,0,2075.449999
Sainsburys_Scarlet_Xmas_2017_Cheese_300x250,Programmatic Trade Desk,PKW8H4_Programmatic PHDCPMCONTEXTUALProgrammatic Display 300x250,Brand,2017-12-03,Sainsburys_Scarlet_Xmas_2017_Cheese_300x250,38,31925,0,30,0,2449.77
Sainsburys_Scarlet_Xmas_2017_Cheese_300x250,Programmatic Trade Desk,PKW8H4_Programmatic PHDCPMCONTEXTUALProgrammatic Display 300x250,Brand,2017-12-04,Sainsburys_Scarlet_Xmas_2017_Cheese_300x250,26,31921,0,29,0,2606.91
Sainsburys_Scarlet_Xmas_2017_Cheese_300x250,Programmatic Trade Desk,PKW8H4_Programmatic PHDCPMCONTEXTUALProgrammatic Display 300x250,Brand,2017-12-05,Sainsburys_Scarlet_Xmas_2017_Cheese_300x250,30,34847,0,38,0,3422.849999
Sainsburys_Scarlet_Xmas_2017_Cheese_300x250,Programmatic Trade Desk,PKW8H4_Programmatic PHDCPMCONTEXTUALProgrammatic Display 300x250,Brand,2017-12-06,Sainsburys_Scarlet_Xmas_2017_Cheese_300x250,40,34081,0,27,0,2419.15
Sainsburys_Scarlet_Xmas_2017_Cheese_300x250,Programmatic Trade Desk,PKW8H4_Programmatic PHDCPMCONTEXTUALProgrammatic Display 300x250,Brand,2017-12-07,Sainsburys_Scarlet_Xmas_2017_Cheese_300x250,33,39633,0,30,0,2612.78
Sainsburys_Scarlet_Xmas_2017_Cheese_300x250,Programmatic Trade Desk,PKW8H4_Programmatic PHDCPMCONTEXTUALProgrammatic Display 300x250,Brand,2017-12-08,Sainsburys_Scarlet_Xmas_2017_Cheese_300x250,24,38199,0,29,0,2606.92
Sainsburys_Scarlet_Xmas_2017_Cheese_300x250,Programmatic Trade Desk,PKW8H4_Programmatic PHDCPMCONTEXTUALProgrammatic Display 300x250,Brand,2017-12-09,Sainsburys_Scarlet_Xmas_2017_Cheese_300x250,42,36990,0,37,0,3211.85
Sainsburys_Scarlet_Xmas_2017_Cheese_300x250,Programmatic Trade Desk,PKW8H4_Programmatic PHDCPMCONTEXTUALProgrammatic Display 300x250,Brand,2017-12-10,Sainsburys_Scarlet_Xmas_2017_Cheese_300x250,37,39939,0,30,0,2621.46
Sainsburys_Scarlet_Xmas_2017_Cheese_300x250,Programmatic Trade Desk,PKW8H4_Programmatic PHDCPMCONTEXTUALProgrammatic Display 300x250,Brand,2017-12-11,Sainsburys_Scarlet_Xmas_2017_Cheese_300x250,35,42766,0,41,0,3667.759999
Sainsburys_Scarlet_Xmas_2017_Cheese_300x250,Programmatic Trade Desk,PKW8H4_Programmatic PHDCPMCONTEXTUALProgrammatic Display 300x250,Brand,2017-12-12,Sainsburys_Scarlet_Xmas_2017_Cheese_300x250,26,34035,0,36,0,4227.239998
Sainsburys_Scarlet_Xmas_2017_Cheese_300x250,Programmatic Trade Desk,PKW8H4_Programmatic PHDCPMCONTEXTUALProgrammatic Display 300x250,Brand,2017-12-13,Sainsburys_Scarlet_Xmas_2017_Cheese_300x250,26,23060,0,33,0,3153.59
Sainsburys_Scarlet_Xmas_2017_Cheese_300x250,Programmatic Trade Desk,PKW8H4_Programmatic PHDCPMCONTEXTUALProgrammatic Display 300x250,Brand,2017-12-14,Sainsburys_Scarlet_Xmas_2017_Cheese_300x250,13,23874,0,39,0,3543.73
Sainsburys_Scarlet_Xmas_2017_Cheese_300x250,Programmatic Trade Desk,PKW8H4_Programmatic PHDCPMCONTEXTUALProgrammatic Display 300x250,Brand,2017-12-15,Sainsburys_Scarlet_Xmas_2017_Cheese_300x250,49,35701,0,31,0,3008.1
Sainsburys_Scarlet_Xmas_2017_Cheese_300x250,Programmatic Trade Desk,PKW8H4_Programmatic PHDCPMCONTEXTUALProgrammatic Display 300x250,Brand,2017-12-16,Sainsburys_Scarlet_Xmas_2017_Cheese_300x250,47,42582,0,34,0,2873.8
Sainsburys_Scarlet_Xmas_2017_Cheese_300x250,Programmatic Trade Desk,PKW8H4_Programmatic PHDCPMCONTEXTUALProgrammatic Display 300x250,Brand,2017-12-17,Sainsburys_Scarlet_Xmas_2017_Cheese_300x250,49,46449,0,59,0,5600.089999
Sainsburys_Scarlet_Xmas_2017_Cheese_300x250,Programmatic Trade Desk,PKW8H4_Programmatic PHDCPMCONTEXTUALProgrammatic Display 300x250,Brand,2017-12-18,Sainsburys_Scarlet_Xmas_2017_Cheese_300x250,27,42877,0,39,0,4447.66
Sainsburys_Scarlet_Xmas_2017_Cheese_300x250,Programmatic Trade Desk,PKW8H4_Programmatic PHDCPMCONTEXTUALProgrammatic Display 300x250,Brand,2017-12-19,Sainsburys_Scarlet_Xmas_2017_Cheese_300x250,25,35010,0,45,0,5226.759999
Sainsburys_Scarlet_Xmas_2017_Cheese_300x250,Programmatic Trade Desk,PKW8H4_Programmatic PHDCPMCONTEXTUALProgrammatic Display 300x250,Brand,2017-12-20,Sainsburys_Scarlet_Xmas_2017_Cheese_300x250,22,38235,0,32,0,4399.589999
Sainsburys_Scarlet_Xmas_2017_Cheese_300x250,Programmatic Trade Desk,PKW8H4_Programmatic PHDCPMCONTEXTUALProgrammatic Display 300x250,Brand,2017-12-21,Sainsburys_Scarlet_Xmas_2017_Cheese_300x250,22,27794,0,32,0,3408.04
Sainsburys_Scarlet_Xmas_2017_Cheese_300x250,Programmatic Trade Desk,PKW8H4_Programmatic PHDCPMCONTEXTUALProgrammatic Display 300x250,Brand,2017-12-22,Sainsburys_Scarlet_Xmas_2017_Cheese_300x250,5,4198,0,20,0,2227.35
Sainsburys_Scarlet_Xmas_2017_Cheese_300x250,Programmatic Trade Desk,PKW8H4_Programmatic PHDCPMCONTEXTUALProgrammatic Display 300x250,Brand,2017-12-23,Sainsburys_Scarlet_Xmas_2017_Cheese_300x250,2,1515,0,2,0,83.2
Sainsburys_Scarlet_Xmas_2017_Cheese_300x250,Programmatic Trade Desk,PKW8H4_Programmatic PHDCPMCONTEXTUALProgrammatic Display 300x250,Brand,2017-12-24,Sainsburys_Scarlet_Xmas_2017_Cheese_300x250,0,2,0,2,0,210.78
Sainsburys_Scarlet_Xmas_2017_Cheese_300x250,Programmatic Trade Desk,PKW8H4_Programmatic PHDCPMCONTEXTUALProgrammatic Display 300x250,Brand,2017-12-26,Sainsburys_Scarlet_Xmas_2017_Cheese_300x250,0,0,0,13,0,862.02
Sainsburys_Scarlet_Xmas_2017_Cheese_300x250,Programmatic Trade Desk,PKW8H4_Programmatic PHDCPMCONTEXTUALProgrammatic Display 300x250,Brand,2017-12-27,Sainsburys_Scarlet_Xmas_2017_Cheese_300x250,0,0,0,15,0,1138.86
Sainsburys_Scarlet_Xmas_2017_Cheese_300x250,Programmatic Trade Desk,PKW8H4_Programmatic PHDCPMCONTEXTUALProgrammatic Display 300x250,Brand,2017-12-28,Sainsburys_Scarlet_Xmas_2017_Cheese_300x250,0,0,0,19,0,2095.77
Sainsburys_Scarlet_Xmas_2017_Cheese_300x250,Programmatic Trade Desk,PKW8H4_Programmatic PHDCPMCONTEXTUALProgrammatic Display 300x250,Brand,2017-12-29,Sainsburys_Scarlet_Xmas_2017_Cheese_300x250,0,0,0,13,0,1456.96
Sainsburys_Scarlet_Xmas_2017_Cheese_300x250,Programmatic Trade Desk,PKW8H4_Programmatic PHDCPMCONTEXTUALProgrammatic Display 300x250,Brand,2017-12-30,Sainsburys_Scarlet_Xmas_2017_Cheese_300x250,0,0,0,5,0,558.97
Sainsburys_Scarlet_Xmas_2017_Cheese_300x250,Programmatic Trade Desk,PKW8H4_Programmatic PHDCPMCONTEXTUALProgrammatic Display 300x250,Brand,2017-12-31,Sainsburys_Scarlet_Xmas_2017_Cheese_300x250,0,0,0,5,0,653.36
Sainsburys_Scarlet_Xmas_2017_Cheese_728x90,Programmatic Trade Desk,PKW8H5_Programmatic PHDCPMCONTEXTUALProgrammatic Display 728x90,Brand,2017-11-08,Sainsburys_Scarlet_Xmas_2017_Cheese_728x90,0,3,0,0,0,0
Sainsburys_Scarlet_Xmas_2017_Cheese_728x90,Programmatic Trade Desk,PKW8H5_Programmatic PHDCPMCONTEXTUALProgrammatic Display 728x90,Brand,2017-11-09,Sainsburys_Scarlet_Xmas_2017_Cheese_728x90,0,9,0,0,0,0
Sainsburys_Scarlet_Xmas_2017_Cheese_728x90,Programmatic Trade Desk,PKW8H5_Programmatic PHDCPMCONTEXTUALProgrammatic Display 728x90,Brand,2017-11-12,Sainsburys_Scarlet_Xmas_2017_Cheese_728x90,0,2538,0,1,0,64.95
Sainsburys_Scarlet_Xmas_2017_Cheese_728x90,Programmatic Trade Desk,PKW8H5_Programmatic PHDCPMCONTEXTUALProgrammatic Display 728x90,Brand,2017-11-13,Sainsburys_Scarlet_Xmas_2017_Cheese_728x90,0,1564,0,5,0,424.05
Sainsburys_Scarlet_Xmas_2017_Cheese_728x90,Programmatic Trade Desk,PKW8H5_Programmatic PHDCPMCONTEXTUALProgrammatic Display 728x90,Brand,2017-11-14,Sainsburys_Scarlet_Xmas_2017_Cheese_728x90,0,1867,0,5,0,507.69
Sainsburys_Scarlet_Xmas_2017_Cheese_728x90,Programmatic Trade Desk,PKW8H5_Programmatic PHDCPMCONTEXTUALProgrammatic Display 728x90,Brand,2017-11-15,Sainsburys_Scarlet_Xmas_2017_Cheese_728x90,1,1899,0,3,0,344.59
Sainsburys_Scarlet_Xmas_2017_Cheese_728x90,Programmatic Trade Desk,PKW8H5_Programmatic PHDCPMCONTEXTUALProgrammatic Display 728x90,Brand,2017-11-16,Sainsburys_Scarlet_Xmas_2017_Cheese_728x90,0,1881,0,1,0,127.21
Sainsburys_Scarlet_Xmas_2017_Cheese_728x90,Programmatic Trade Desk,PKW8H5_Programmatic PHDCPMCONTEXTUALProgrammatic Display 728x90,Brand,2017-11-17,Sainsburys_Scarlet_Xmas_2017_Cheese_728x90,0,2007,0,1,0,228.45
Sainsburys_Scarlet_Xmas_2017_Cheese_728x90,Programmatic Trade Desk,PKW8H5_Programmatic PHDCPMCONTEXTUALProgrammatic Display 728x90,Brand,2017-11-18,Sainsburys_Scarlet_Xmas_2017_Cheese_728x90,1,3570,0,2,0,123.51
Sainsburys_Scarlet_Xmas_2017_Cheese_728x90,Programmatic Trade Desk,PKW8H5_Programmatic PHDCPMCONTEXTUALProgrammatic Display 728x90,Brand,2017-11-19,Sainsburys_Scarlet_Xmas_2017_Cheese_728x90,1,2052,0,1,0,55.4
Sainsburys_Scarlet_Xmas_2017_Cheese_728x90,Programmatic Trade Desk,PKW8H5_Programmatic PHDCPMCONTEXTUALProgrammatic Display 728x90,Brand,2017-11-20,Sainsburys_Scarlet_Xmas_2017_Cheese_728x90,0,1921,0,7,0,571.81
Sainsburys_Scarlet_Xmas_2017_Cheese_728x90,Programmatic Trade Desk,PKW8H5_Programmatic PHDCPMCONTEXTUALProgrammatic Display 728x90,Brand,2017-11-21,Sainsburys_Scarlet_Xmas_2017_Cheese_728x90,1,1602,0,4,0,377.09
Sainsburys_Scarlet_Xmas_2017_Cheese_728x90,Programmatic Trade Desk,PKW8H5_Programmatic PHDCPMCONTEXTUALProgrammatic Display 728x90,Brand,2017-11-22,Sainsburys_Scarlet_Xmas_2017_Cheese_728x90,0,1789,0,4,0,333.69
Sainsburys_Scarlet_Xmas_2017_Cheese_728x90,Programmatic Trade Desk,PKW8H5_Programmatic PHDCPMCONTEXTUALProgrammatic Display 728x90,Brand,2017-11-23,Sainsburys_Scarlet_Xmas_2017_Cheese_728x90,0,1549,0,10,0,1126.01
Sainsburys_Scarlet_Xmas_2017_Cheese_728x90,Programmatic Trade Desk,PKW8H5_Programmatic PHDCPMCONTEXTUALProgrammatic Display 728x90,Brand,2017-11-24,Sainsburys_Scarlet_Xmas_2017_Cheese_728x90,1,2824,0,7,0,666.58
Sainsburys_Scarlet_Xmas_2017_Cheese_728x90,Programmatic Trade Desk,PKW8H5_Programmatic PHDCPMCONTEXTUALProgrammatic Display 728x90,Brand,2017-11-25,Sainsburys_Scarlet_Xmas_2017_Cheese_728x90,3,2308,0,7,0,623.47
Sainsburys_Scarlet_Xmas_2017_Cheese_728x90,Programmatic Trade Desk,PKW8H5_Programmatic PHDCPMCONTEXTUALProgrammatic Display 728x90,Brand,2017-11-26,Sainsburys_Scarlet_Xmas_2017_Cheese_728x90,1,2215,0,3,0,227.73
Sainsburys_Scarlet_Xmas_2017_Cheese_728x90,Programmatic Trade Desk,PKW8H5_Programmatic PHDCPMCONTEXTUALProgrammatic Display 728x90,Brand,2017-11-27,Sainsburys_Scarlet_Xmas_2017_Cheese_728x90,0,2281,0,7,0,505.94
Sainsburys_Scarlet_Xmas_2017_Cheese_728x90,Programmatic Trade Desk,PKW8H5_Programmatic PHDCPMCONTEXTUALProgrammatic Display 728x90,Brand,2017-11-28,Sainsburys_Scarlet_Xmas_2017_Cheese_728x90,0,1162,0,6,0,494.94
Sainsburys_Scarlet_Xmas_2017_Cheese_728x90,Programmatic Trade Desk,PKW8H5_Programmatic PHDCPMCONTEXTUALProgrammatic Display 728x90,Brand,2017-11-29,Sainsburys_Scarlet_Xmas_2017_Cheese_728x90,1,3076,0,6,0,465.88
Sainsburys_Scarlet_Xmas_2017_Cheese_728x90,Programmatic Trade Desk,PKW8H5_Programmatic PHDCPMCONTEXTUALProgrammatic Display 728x90,Brand,2017-11-30,Sainsburys_Scarlet_Xmas_2017_Cheese_728x90,1,1647,0,3,0,308.67
Sainsburys_Scarlet_Xmas_2017_Cheese_728x90,Programmatic Trade Desk,PKW8H5_Programmatic PHDCPMCONTEXTUALProgrammatic Display 728x90,Brand,2017-12-01,Sainsburys_Scarlet_Xmas_2017_Cheese_728x90,2,2425,0,7,0,757.49
Sainsburys_Scarlet_Xmas_2017_Cheese_728x90,Programmatic Trade Desk,PKW8H5_Programmatic PHDCPMCONTEXTUALProgrammatic Display 728x90,Brand,2017-12-02,Sainsburys_Scarlet_Xmas_2017_Cheese_728x90,4,3036,0,4,0,411.49
Sainsburys_Scarlet_Xmas_2017_Cheese_728x90,Programmatic Trade Desk,PKW8H5_Programmatic PHDCPMCONTEXTUALProgrammatic Display 728x90,Brand,2017-12-03,Sainsburys_Scarlet_Xmas_2017_Cheese_728x90,1,3353,0,8,0,584.69
Sainsburys_Scarlet_Xmas_2017_Cheese_728x90,Programmatic Trade Desk,PKW8H5_Programmatic PHDCPMCONTEXTUALProgrammatic Display 728x90,Brand,2017-12-04,Sainsburys_Scarlet_Xmas_2017_Cheese_728x90,2,1725,0,10,0,776.99
Sainsburys_Scarlet_Xmas_2017_Cheese_728x90,Programmatic Trade Desk,PKW8H5_Programmatic PHDCPMCONTEXTUALProgrammatic Display 728x90,Brand,2017-12-05,Sainsburys_Scarlet_Xmas_2017_Cheese_728x90,0,2268,0,7,0,634.05
Sainsburys_Scarlet_Xmas_2017_Cheese_728x90,Programmatic Trade Desk,PKW8H5_Programmatic PHDCPMCONTEXTUALProgrammatic Display 728x90,Brand,2017-12-06,Sainsburys_Scarlet_Xmas_2017_Cheese_728x90,1,2117,0,11,0,1038.02
Sainsburys_Scarlet_Xmas_2017_Cheese_728x90,Programmatic Trade Desk,PKW8H5_Programmatic PHDCPMCONTEXTUALProgrammatic Display 728x90,Brand,2017-12-07,Sainsburys_Scarlet_Xmas_2017_Cheese_728x90,0,2475,0,10,0,768.79
Sainsburys_Scarlet_Xmas_2017_Cheese_728x90,Programmatic Trade Desk,PKW8H5_Programmatic PHDCPMCONTEXTUALProgrammatic Display 728x90,Brand,2017-12-08,Sainsburys_Scarlet_Xmas_2017_Cheese_728x90,2,2613,0,2,0,86.56
Sainsburys_Scarlet_Xmas_2017_Cheese_728x90,Programmatic Trade Desk,PKW8H5_Programmatic PHDCPMCONTEXTUALProgrammatic Display 728x90,Brand,2017-12-09,Sainsburys_Scarlet_Xmas_2017_Cheese_728x90,1,2409,0,2,0,195.28
Sainsburys_Scarlet_Xmas_2017_Cheese_728x90,Programmatic Trade Desk,PKW8H5_Programmatic PHDCPMCONTEXTUALProgrammatic Display 728x90,Brand,2017-12-10,Sainsburys_Scarlet_Xmas_2017_Cheese_728x90,3,3346,0,13,0,1055.62
Sainsburys_Scarlet_Xmas_2017_Cheese_728x90,Programmatic Trade Desk,PKW8H5_Programmatic PHDCPMCONTEXTUALProgrammatic Display 728x90,Brand,2017-12-11,Sainsburys_Scarlet_Xmas_2017_Cheese_728x90,5,3215,0,12,0,989.09
Sainsburys_Scarlet_Xmas_2017_Cheese_728x90,Programmatic Trade Desk,PKW8H5_Programmatic PHDCPMCONTEXTUALProgrammatic Display 728x90,Brand,2017-12-12,Sainsburys_Scarlet_Xmas_2017_Cheese_728x90,4,3038,0,8,0,611.039999
Sainsburys_Scarlet_Xmas_2017_Cheese_728x90,Programmatic Trade Desk,PKW8H5_Programmatic PHDCPMCONTEXTUALProgrammatic Display 728x90,Brand,2017-12-13,Sainsburys_Scarlet_Xmas_2017_Cheese_728x90,6,5002,0,14,0,1214.54
Sainsburys_Scarlet_Xmas_2017_Cheese_728x90,Programmatic Trade Desk,PKW8H5_Programmatic PHDCPMCONTEXTUALProgrammatic Display 728x90,Brand,2017-12-14,Sainsburys_Scarlet_Xmas_2017_Cheese_728x90,0,0,0,24,0,2281.859999
Sainsburys_Scarlet_Xmas_2017_Cheese_728x90,Programmatic Trade Desk,PKW8H5_Programmatic PHDCPMCONTEXTUALProgrammatic Display 728x90,Brand,2017-12-15,Sainsburys_Scarlet_Xmas_2017_Cheese_728x90,0,0,0,5,0,517.03
Sainsburys_Scarlet_Xmas_2017_Cheese_728x90,Programmatic Trade Desk,PKW8H5_Programmatic PHDCPMCONTEXTUALProgrammatic Display 728x90,Brand,2017-12-16,Sainsburys_Scarlet_Xmas_2017_Cheese_728x90,0,0,0,5,0,353.38
Sainsburys_Scarlet_Xmas_2017_Cheese_728x90,Programmatic Trade Desk,PKW8H5_Programmatic PHDCPMCONTEXTUALProgrammatic Display 728x90,Brand,2017-12-17,Sainsburys_Scarlet_Xmas_2017_Cheese_728x90,0,0,0,11,0,829.28
Sainsburys_Scarlet_Xmas_2017_Cheese_728x90,Programmatic Trade Desk,PKW8H5_Programmatic PHDCPMCONTEXTUALProgrammatic Display 728x90,Brand,2017-12-18,Sainsburys_Scarlet_Xmas_2017_Cheese_728x90,0,0,0,11,0,1258.9
Sainsburys_Scarlet_Xmas_2017_Cheese_728x90,Programmatic Trade Desk,PKW8H5_Programmatic PHDCPMCONTEXTUALProgrammatic Display 728x90,Brand,2017-12-19,Sainsburys_Scarlet_Xmas_2017_Cheese_728x90,0,0,0,7,0,654.19
Sainsburys_Scarlet_Xmas_2017_Cheese_728x90,Programmatic Trade Desk,PKW8H5_Programmatic PHDCPMCONTEXTUALProgrammatic Display 728x90,Brand,2017-12-20,Sainsburys_Scarlet_Xmas_2017_Cheese_728x90,0,0,0,7,0,724.13
Sainsburys_Scarlet_Xmas_2017_Cheese_728x90,Programmatic Trade Desk,PKW8H5_Programmatic PHDCPMCONTEXTUALProgrammatic Display 728x90,Brand,2017-12-21,Sainsburys_Scarlet_Xmas_2017_Cheese_728x90,0,0,0,8,0,1011.78
Sainsburys_Scarlet_Xmas_2017_Cheese_728x90,Programmatic Trade Desk,PKW8H5_Programmatic PHDCPMCONTEXTUALProgrammatic Display 728x90,Brand,2017-12-22,Sainsburys_Scarlet_Xmas_2017_Cheese_728x90,0,0,0,6,0,922.73
Sainsburys_Scarlet_Xmas_2017_Cheese_728x90,Programmatic Trade Desk,PKW8H5_Programmatic PHDCPMCONTEXTUALProgrammatic Display 728x90,Brand,2017-12-25,Sainsburys_Scarlet_Xmas_2017_Cheese_728x90,0,0,0,1,0,70.1
Sainsburys_Scarlet_Xmas_2017_Cheese_728x90,Programmatic Trade Desk,PKW8H5_Programmatic PHDCPMCONTEXTUALProgrammatic Display 728x90,Brand,2017-12-26,Sainsburys_Scarlet_Xmas_2017_Cheese_728x90,0,0,0,1,0,54.22
Sainsburys_Scarlet_Xmas_2017_Cheese_728x90,Programmatic Trade Desk,PKW8H5_Programmatic PHDCPMCONTEXTUALProgrammatic Display 728x90,Brand,2017-12-27,Sainsburys_Scarlet_Xmas_2017_Cheese_728x90,0,0,0,1,0,126.67
Sainsburys_Scarlet_Xmas_2017_Cheese_728x90,Programmatic Trade Desk,PKW8H5_Programmatic PHDCPMCONTEXTUALProgrammatic Display 728x90,Brand,2017-12-28,Sainsburys_Scarlet_Xmas_2017_Cheese_728x90,0,0,0,2,0,126.67
Sainsburys_Scarlet_Xmas_2017_Cheese_728x90,Programmatic Trade Desk,PKW8H5_Programmatic PHDCPMCONTEXTUALProgrammatic Display 728x90,Brand,2017-12-29,Sainsburys_Scarlet_Xmas_2017_Cheese_728x90,0,0,0,1,0,423.64
Sainsburys_Scarlet_Xmas_2017_Cheese_728x90,Programmatic Trade Desk,PKW8H5_Programmatic PHDCPMCONTEXTUALProgrammatic Display 728x90,Brand,2017-12-30,Sainsburys_Scarlet_Xmas_2017_Cheese_728x90,0,0,0,1,0,51
Sainsburys_Scarlet_Xmas_2017_Cheese_728x90,Programmatic Trade Desk,PKW8H5_Programmatic PHDCPMCONTEXTUALProgrammatic Display 728x90,Brand,2017-12-31,Sainsburys_Scarlet_Xmas_2017_Cheese_728x90,0,0,0,1,0,43.9
Sainsburys_Scarlet_Xmas_2017_Cheese_300x600,Programmatic Trade Desk,PKW8H6_Programmatic PHDCPMCONTEXTUALProgrammatic Display 300x600,Brand,2017-11-08,Sainsburys_Scarlet_Xmas_2017_Cheese_300x600,0,3,0,0,0,0
Sainsburys_Scarlet_Xmas_2017_Cheese_300x600,Programmatic Trade Desk,PKW8H6_Programmatic PHDCPMCONTEXTUALProgrammatic Display 300x600,Brand,2017-11-12,Sainsburys_Scarlet_Xmas_2017_Cheese_300x600,2,2453,0,1,0,55.27
Sainsburys_Scarlet_Xmas_2017_Cheese_300x600,Programmatic Trade Desk,PKW8H6_Programmatic PHDCPMCONTEXTUALProgrammatic Display 300x600,Brand,2017-11-13,Sainsburys_Scarlet_Xmas_2017_Cheese_300x600,1,1231,0,1,0,60.94
Sainsburys_Scarlet_Xmas_2017_Cheese_300x600,Programmatic Trade Desk,PKW8H6_Programmatic PHDCPMCONTEXTUALProgrammatic Display 300x600,Brand,2017-11-14,Sainsburys_Scarlet_Xmas_2017_Cheese_300x600,1,1100,0,2,0,130.27
Sainsburys_Scarlet_Xmas_2017_Cheese_300x600,Programmatic Trade Desk,PKW8H6_Programmatic PHDCPMCONTEXTUALProgrammatic Display 300x600,Brand,2017-11-15,Sainsburys_Scarlet_Xmas_2017_Cheese_300x600,1,944,0,3,0,470.61
Sainsburys_Scarlet_Xmas_2017_Cheese_300x600,Programmatic Trade Desk,PKW8H6_Programmatic PHDCPMCONTEXTUALProgrammatic Display 300x600,Brand,2017-11-16,Sainsburys_Scarlet_Xmas_2017_Cheese_300x600,0,535,0,1,0,85.46
Sainsburys_Scarlet_Xmas_2017_Cheese_300x600,Programmatic Trade Desk,PKW8H6_Programmatic PHDCPMCONTEXTUALProgrammatic Display 300x600,Brand,2017-11-17,Sainsburys_Scarlet_Xmas_2017_Cheese_300x600,0,786,0,1,0,224.85
Sainsburys_Scarlet_Xmas_2017_Cheese_300x600,Programmatic Trade Desk,PKW8H6_Programmatic PHDCPMCONTEXTUALProgrammatic Display 300x600,Brand,2017-11-18,Sainsburys_Scarlet_Xmas_2017_Cheese_300x600,0,1079,0,2,0,333.33
Sainsburys_Scarlet_Xmas_2017_Cheese_300x600,Programmatic Trade Desk,PKW8H6_Programmatic PHDCPMCONTEXTUALProgrammatic Display 300x600,Brand,2017-11-19,Sainsburys_Scarlet_Xmas_2017_Cheese_300x600,0,434,0,3,0,299.79
Sainsburys_Scarlet_Xmas_2017_Cheese_300x600,Programmatic Trade Desk,PKW8H6_Programmatic PHDCPMCONTEXTUALProgrammatic Display 300x600,Brand,2017-11-20,Sainsburys_Scarlet_Xmas_2017_Cheese_300x600,0,896,0,1,0,128.039999
Sainsburys_Scarlet_Xmas_2017_Cheese_300x600,Programmatic Trade Desk,PKW8H6_Programmatic PHDCPMCONTEXTUALProgrammatic Display 300x600,Brand,2017-11-21,Sainsburys_Scarlet_Xmas_2017_Cheese_300x600,2,1235,0,2,0,275.35
Sainsburys_Scarlet_Xmas_2017_Cheese_300x600,Programmatic Trade Desk,PKW8H6_Programmatic PHDCPMCONTEXTUALProgrammatic Display 300x600,Brand,2017-11-22,Sainsburys_Scarlet_Xmas_2017_Cheese_300x600,0,3106,0,3,0,232.27
